AIRCRAFT AND AVIONICS SALES INC                   ,609 ROSS AVENUE                    ,                                   ,                                   ,NEW CUMBERLAND        ,PA,17070,13AR,EA13,13AR318B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
FLY HANGAR 13 LLC                                 ,21118 FM 1283                      ,                                   ,                                   ,MICO                  ,TX,78056,13HR,SW17,13HR972B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AIR REPAIR LLC                                    ,"1 KAHULUI AIRPORT ROAD, # 105      ",                                   ,                                   ,KAHULUI               ,HI,96732,13IR,WP13,13IR077C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
"KOSTLEVY, FRANK                                   ",744 MAIN STREET                    ,                                   ,                                   ,CAROLINE              ,WI,54928,13PR,GL13,13PR698Y,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
NAYAK AIRCRAFT SERVICE NETHERLANDS BV             ,Hangar 73                          ,                                   ,                                   ,Schiphol East         ,  ,1118 ZS   ,145Y,FS59,145Y876C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
LAMBERT AIRCRAFT ENGINEERING BVBA                 ,VLIEGVELD 59                       ,B-8560 WEVELGEM                    ,                                   ,WEVELGEM              ,  ,          ,14EY,FS59,14EY254D,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
IAG ENGINE CENTER EUROPE S.R.L                    ,VIA DI VALLE LUPARA n.10           ,                                   ,                                   ,ROME                  ,  ,148,14RY,FS59,14RY219D,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
TAMPA BAY AVIATION INC                            ,1000 N HERCULES AVE                ,CLEARWATER AIRPARK                 ,                                   ,CLEARWATER            ,FL,33765,156R,SO35,156R020D,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AVIATION ENGINEERING CONSULTANTS INC              ,2754 SUNSET POINT ROAD             ,                                   ,                                   ,CLEARWATER            ,FL,33759,15AR,SO35,15AR684Y,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
INTERACTIVE CAD SERVICES INC                      ,2101 North Yellowood Ave           ,                                   ,                                   ,BROKEN ARROW          ,OK,74012,15IR,SW15,15IR075B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
LUFTHANSA TECHNIK COMPONENT SERVICES              ,7424 EAST 30TH STREET NORTH        ,                                   ,                                   ,TULSA                 ,OK,74115,15LR,SW15,15LR725Y,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, , ,,,,,,,,,Repair
AV-COM AVIONICS LLC                               ,2772 SW Glacier Ave                ,                                   ,                                   ,Redmond               ,OR,97756,169R,NM09,169R929C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
PARAGON NDT LLC                                   ,2210 S. Edwards St.                ,                                   ,                                   ,Wichita               ,KS,67213,172R,CE07,172R877C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
GOSHEN AIR CENTER                                 ,17229 COUNTY ROAD 42               ,                                   ,                                   ,GOSHEN                ,IN,46525,17GR,GL09,17GR159B,N,N,N, ,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ALPHA AIRCRAFT SERVICES OF AMERICA INC            ,2317 FM 758                        ,NEW BRAUNELS MUNICIPAL AIRPORT     ,                                   ,NEW BRAUNFELS         ,TX,78130,17LR,SW17,17LR247B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SPACEPORT AVIONICS SERVICES INC                   ,7000 Challenger Avenue             ,                                   ,                                   ,Titusville            ,FL,32780,18SR,SO15,18SR043D,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
TAI ACQUISITION CORPORATION                       ,116 TEXAS WAY                      ,                                   ,                                   ,FORT WORTH            ,TX,76106,18TR,SW19,18TR248C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
GENERAL MRO AEROSPACE INC                         ,3018 NW 72ND AVENUE                ,                                   ,                                   ,MIAMI                 ,FL,33122,19GR,SO19,19GR994Y,Y,Y,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
"AIRWAY AEROSPACE, INC.                            ",2150 NW 95TH AVENUE                ,                                   ,                                   ,DORAL                 ,FL,33172,19LR,SO19,19LR020B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
TECHNO COATINGS INC                               ,1865 NE 144TH STREET               ,                                   ,                                   ,NORTH MIAMI           ,FL,33181,19TR,SO19,19TR441B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
SATAIR USA INC                                    ,11255 NW 106th Street              ,                                   ,                                   ,Doral                 ,FL,33179,19UR,SO19,19UR764B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
APPLE INTERNATIONAL INC                           ,367 INDUSTRIAL  DR.                ,                                   ,                                   ,BRISTOL               ,TN,37620,1A1R,CE19,1A1R131B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ATLANTIC GAS TURBINE CENTER INC                   ,3505 NW 153RD STREET               ,                                   ,                                   ,MIAMI GARDENS         ,FL,33054,1A3R,SO19,1A3R082B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ALPHA TURBINE AVIATION TECHNOLOGY LLC             ,8050 NW 31ST STREET                ,                                   ,                                   ,MIAMI                 ,FL,33122,1A6R,SO19,1A6R094B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
AUSTIN AEROTECH REPAIR SERVICES INC               ,2005 WINDY TERRACE                 ,                                   ,                                   ,CEDAR PARK            ,TX,78613,1A7R,SW17,1A7R319B,N,Y,Y, ,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
ASIG LLC                                          ,10 COLLINS INDUSTRIAL PLACE        ,SUITE 3B                           ,                                   ,MAUMELLE              ,AR,72113,1AAR,SW11,1AAR970Y,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
ADI INTERNATIONAL CORPORATION                     ,2311 P-51 COURT                    ,                                   ,                                   ,MINDEN                ,NV,89423,1ADR,WP19,1ADR654Y,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
CABIN AERO LLC                                    ,120 TECHNOLOGY PARKWAY             ,                                   ,                                   ,NORCROSS              ,GA,30092,1AFR,SO11,1AFR109B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AVIATION INTERIOR SERVICES INC                    ,100 CROSSWIND DRIVE                ,                                   ,                                   ,SEARCY                ,AR,72143,1ANR,SW11,1ANR029B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
XTRA AEROSPACE LLC                                ,"15901 SW 29 STREET, SUITE 201      ",                                   ,                                   ,MIRAMAR               ,FL,33027,1ARR,SO19,1ARR023B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, , ,,,,,,,,,Repair
AIRCRAFT CABIN SYSTEMS LLC                        ,"18080 NE 68TH STREET, BLDG. B      ",                                   ,                                   ,REDMOND               ,WA,98052,1ASR,NM01,1ASR959Y,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
WORLD WIDE AERONAUTICAL COMPONENTS INC            ,10 REITH STREET                    ,                                   ,                                   ,COPAIGUE              ,NY,11726,1AUR,EA11,1AUR034B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AIRWORTHY INTERNATIONAL INC                       ,"BERTHAPHIL IV, CIVIL AVIATION COMPL",A. BONIFACIO AVENUE                ,CLARK FREEPORT ZONE                ,PAMPANGA              ,  ,2033,1B3Y,FS58,1B3Y550C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"WESTERN SKYWAYS TURBINE, INC                      ",1 CREATIVE PLACE                   ,                                   ,                                   ,MONTROSE              ,CO,81404,1B6R,NM07,1B6R708C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
BEIJING ANDAWELL SCIENCE & TECHNOLOGY CO LTD      ,NO. 19 DUYANG NORTH STREET         ,RENHE DISTRICT                     ,SHUNYI                             ,BEIJING               ,  ,101300,1BJY,FS58,1BJY616C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BUCHER AEROSPACE CORPORATION                      ,1310 INDUSTRY ST SUITE 100         ,                                   ,                                   ,EVERETT               ,WA,98203-7124,1BSR,NM01,1BSR390B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CORPORATE JET GROUP INC                           ,450 BRISCO BLVD                    ,                                   ,                                   ,LAWRENCEVILLE         ,GA,30045,1C1R,SO11,1C1R816B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
MANTENIMIENTO Y SERVICIOS SCL LTDA                ,CAPITAN MANUEL AVALOS PRADO 1828   ,PUDAHUEL                           ,AMB INTERNATIONAL AIRPORT          ,SANTIAGO              ,  ,N/A       ,1C4Y,FS57,1C4Y391C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
JNW ENTERPRISES LLC                               ,1775 E STREET NE                   ,HANGAR #5                          ,                                   ,AUBURN                ,WA,98002,1C8R,NM01,1C8R303C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CVG AEROSPACE LLC                                 ,13500 SW 134TH AVENUE              ,SUITE 6                            ,                                   ,MIAMI                 ,FL,33186,1C9R,SO19,1C9R855B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
CAMARILLO AVIONICS                                ,CAMARILLO AIRPORT                  ,HANGER 223                         ,                                   ,CAMARILLO             ,CA,93010,1CKR,WP01,1CKR861B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CASTLE AVIATION AND REPAIR                        ,920 Mason Ln                       ,                                   ,                                   ,Waxahachie            ,TX,75167,1CLR,SW19,1CLR192B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
C-RAY AVIONICS INC                                ,970 BEN EPPS DRIVE                 ,SUITE A                            ,                                   ,ATHENS                ,GA,30605,1CRR,SO11,1CRR279B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AERO-FLITE INC                                    ,8520 WEST ELECTRIC AVENUE          ,                                   ,                                   ,SPOKANE               ,WA,99224,1CSR,NM13,1CSR057B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
LATITUDE AERO LLC                                 ,235 A Burgess Rd.                  ,                                   ,                                   ,Greensboro            ,NC,27409,1D3R,EA39,1D3R892C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CUSTOM PRODUCTS INC                               ,1618 Landis Highway                ,                                   ,                                   ,Mooresville           ,NC,28115,1D4R,EA68,1D4R893C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
BLACKROCK AIRCRAFT MAINTENANCE & AVIONICS LLC     ,5203 Old Airport Rd                ,                                   ,                                   ,Hazle Township        ,PA,18202,1D8R,EA05,1D8R148C,N,N,N, ,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DASSAULT FALCON JET - WILMINGTON CORP             ,4191 SOUTHERN BLVD                 ,                                   ,                                   ,WEST PALM BEACH       ,FL,33406,1D9R,SO19,1D9R931B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DASSAULT AIRCRAFT SERVICES CORPORATION            ,7701 WOODLEY AVENUE                ,                                   ,                                   ,VAN NUYS              ,CA,91406,1DFD,WP01,1DFD346B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DASSAULT AIRCRAFT SERVICES CORPORATION            ,365 SOUTH ROCK BLVD.               ,                                   ,                                   ,RENO                  ,NV,89502,1DFR,WP19,1DFR346B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
TABY AIR MAINTENANCE AB                           ,OREBRO AIRPORT                     ,                                   ,                                   ,OREBRO                ,  ,S-70594   ,1DIY,FS59,1DIY838C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y, , ,,,,,,,,,Repair
DESERT JET MAINTENANCE LLC                        ,56600 INVADER                      ,                                   ,                                   ,THERMAL               ,CA,92274,1DJR,WP21,1DJR318M,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DESARROLLO DE TECNOLOGIA                          ,ROSAS 1444                         ,                                   ,                                   ,SANTIAGO              ,  ,8340259,1DSY,FS57,1DSY390C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DUKES AEROSPACE INC                               ,9060 WINNETKA AVE                  ,                                   ,                                   ,NORTHRIDGE            ,CA,91324,1DUR,WP01,1DUR590B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SOUTHCO AVIATION LLC                              ,205 Aviation Road                  ,                                   ,                                   ,Houma                 ,LA,70363,1DZR,SW03,1DZR871C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
STS REPAIR AND MODIFICATION LLC                   ,100 Aerospace Drive                ,Unit #6                            ,                                   ,Melbourne             ,FL,32901,1E1R,SO15,1E1R898B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AEROSPACE DEFENSE SYSTEMS INC                     ,1116 East Lowe Circle              ,                                   ,                                   ,Fort Stewart          ,GA,31525,1E2R,SO11,1E2R323C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
EXP AIRCRAFT SERVICES                             ,1004 DOUGLAS DRIVE                 ,NORTHWEST REGIONAL AIRPORT         ,                                   ,ROANOKE               ,TX,76262,1E4R,SW19,1E4R827B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SECONDO MONA SPA                                  ,Via Carlo Del Prete 1              ,                                   ,                                   ,"Somma Lombardo, Varese",  ,21019,1E8Y,FS59,1E8Y986C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"BELL HELICOPTER MIAMI, INC.                       ","2011 S. PERIMETER ROAD,  SUITE L.  ",                                   ,                                   ,FT LAUDERDALE         ,FL,33309,1E9R,SO19,1E9R960Y,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
REINHOLD INDUSTRIES INC                           ,"1500 MARINER DRIVE, SUITE H        ",                                   ,                                   ,OXNARD                ,CA,93033,1EER,WP01,1EER640B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ECLIPSE AEROSPACE INC                             ,3520 Spirit Drive SE Hangar SP-3   ,                                   ,                                   ,ABQ                   ,NM,87106,1EOR,SW01,1EOR539B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ELITE AVIATION SERVICES INC                       ,950 South Old Missouri Road        ,                                   ,                                   ,Springdale            ,AR,72764,1EZR,SW11,1EZR979C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
FLORIDA AERO SERVICES INC                         ,C/O Trinity Jet                    ,7515 Lemmon Ave.                   ,Hanger R                           ,Dallas                ,TX,75209,1F5R,SO15,1F5R990B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
FLYBE AVIATION SERVICES LIMITED                   ,NEW WALKER HANGAR                  ,EXETER AIRPORT                     ,CLYST HONITON                      ,EXETER                ,  ,EX5 2BA   ,1FBY,FS59,1FBY806C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y, , ,,,,,,,,,Repair
FLIGHT POWER REPAIR GROUP LLC                     ,7825 NW 57TH STREET                ,                                   ,                                   ,DORAL                 ,FL,33166,1FPR,SO19,1FPR847B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y, , ,,,,,,,,,Repair
GLOBAL AIRSERVICES LLC                            ,14075 SW 143 COURT                 ,BAY 4                              ,                                   ,MIAMI                 ,FL,33186,1GBR,SO19,1GBR286B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
GAR MRO SERVICES                                  ,7760 Cascade Avenue                ,                                   ,                                   ,WEST DES MOINES       ,IA,50266,1GOR,CE01,1GOR955B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
GREAT PLANES FUEL METERING INC                    ,740 S. 142ND EAST AVE.             ,                                   ,                                   ,TULSA                 ,OK,74108,1GPR,SW15,1GPR022B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
GOODWIN MECHANICAL SERVICES LLC                   ,914 W. BETTERAVIA RD.              ,                                   ,                                   ,SANTA MARIA           ,CA,93455,1GSR,WP01,1GSR291C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
GWINNETT AERO MAINTENANCE LLC                     ,850 AIRPORT ROAD BOX 7             ,                                   ,                                   ,LAWRENCEVILLE         ,GA,30046,1GWR,SO11,1GWR012C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HANGAR R LLC                                      ,2550 N. GREAT SOUTHWEST PARKWAY    ,                                   ,                                   ,GRAND PRAIRIE         ,TX,75050,1H8R,SW19,1H8R826B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
HARRISON AVIONICS INC                             ,360 MEMORIAL FIELD DRIVE           ,                                   ,                                   ,HOPKINSVILLE          ,KY,42240,1H9R,CE17,1H9R825B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HOT AIR AD-VENTURES LLC                           ,1430 W. HUMPHREY STREET            ,                                   ,                                   ,TAMPA                 ,FL,33604,1HAR,SO35,1HAR135B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HANGAR ONE AVIONICS INC                           ,2026 PALOMAR AIRPORT ROAD          ,                                   ,                                   ,CARLSBAD              ,CA,92011,1HGR,WP09,1HGR058B,N,N,N, ,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HELITENDER INC                                    ,10300 AIRPARK WAY                  ,HANGAR 3                           ,                                   ,PACOIMA               ,CA,91331,1HTR,WP01,1HTR181B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HUNTER AVIATION AND CONSULTING LLC                ,HANGAR D-16                        ,ATLANTA REGIONAL AIRPORT           ,FALCON FIELD                       ,PEACHTREE CITY 30269  ,GA,30269,1HUR,SO11,1HUR261C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HARTZELL ENGINE TECHNOLOGIES LLC                  ,2900 SELMA HWY                     ,                                   ,                                   ,MONTGOMERY            ,AL,36108,1HZR,SO09,1HZR769B,Y,Y,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
